day,pressure,maxtemp,temperature,mintemp,dewpoint,humidity,cloud,rainfall,sunshine,wind,windspeed
20,1010.8,31.8,27.7,24.6,21.7,72.2,55.8,yes,8.85,86.5,16.2
21,1011.8,32.6,28.5,24.7,19.7,61.6,35.4,no,12.0,48.4,16.8
22,1011.8,32.8,28.4,24.0,19.3,60.5,33.3,no,12.058333333333332,67.7,17.7
23,1010.9,32.1,28.4,23.8,19.8,61.1,23.7,no,12.154166666666667,53.9,14.6
24,1010.5,33.4,28.9,24.5,20.9,63.6,35.5,no,12.174999999999999,60.7,14.2
25,1013.7,33.0,28.0,23.0,17.0,53.7,25.1,no,12.241666666666667,63.7,27.6
26,1015.5,32.0,27.6,23.3,16.2,50.4,28.1,no,12.325000000000001,42.6,25.2
27,1015.2,31.2,27.2,22.9,16.5,52.7,30.4,no,10.512500000000001,33.0,23.8
28,1013.8,33.1,28.9,24.2,19.0,56.1,28.2,no,11.633333333333333,37.5,19.0
1,1013.4,34.5,29.6,24.9,19.7,56.5,28.1,no,11.758333333333333,49.3,20.1
2,1013.1,33.9,29.5,24.8,21.8,65.7,31.3,no,11.583333333333334,64.6,16.7
3,1014.6,32.9,28.3,21.8,16.2,48.9,41.9,no,11.716666666666667,46.5,21.6
4,1015.3,33.0,27.7,23.8,17.5,56.3,25.0,no,12.420833333333334,66.5,22.3
5,1014.9,32.4,27.4,23.4,17.1,55.6,25.0,no,12.208333333333334,82.6,21.2
6,1013.8,32.8,27.4,21.7,17.1,55.5,51.2,no,12.520833333333334,59.2,20.1
7,1013.5,32.6,27.6,22.6,20.0,65.9,22.1,no,12.733333333333334,150.5,12.8
8,1013.0,33.7,28.3,21.7,20.5,66.0,21.8,no,12.887500000000001,154.8,11.3
9,1012.1,32.9,27.5,22.7,20.3,68.2,29.2,no,12.966666666666667,147.2,14.2
10,1011.5,32.8,27.6,22.7,20.5,67.2,11.1,no,12.954166666666666,171.4,10.6
11,1011.5,33.8,28.1,22.8,22.1,71.6,17.2,no,12.8125,173.3,15.3
12,1011.9,32.5,27.8,23.6,21.1,68.0,32.6,no,12.845833333333333,171.9,16.7
13,1011.8,33.9,28.8,24.0,18.9,58.6,27.4,no,12.862499999999999,82.2,21.2
14,1010.2,33.9,28.1,23.4,18.5,59.7,32.9,no,12.954166666666666,117.1,18.4
15,1011.0,33.4,28.0,22.9,20.8,67.3,39.3,no,12.7125,177.4,14.7
16,1012.1,34.5,29.0,24.0,21.3,65.7,54.6,no,11.875,178.8,18.0
17,1011.2,33.8,29.0,23.9,21.7,66.7,33.6,no,12.829166666666666,176.9,15.3
18,1010.1,34.5,29.4,24.7,22.4,68.0,39.6,no,12.841666666666667,171.7,15.7
19,1009.2,34.8,29.6,25.6,22.8,68.8,20.5,no,12.954166666666666,178.1,16.7
20,1008.9,34.6,29.8,25.7,23.3,69.9,33.4,no,12.275,175.7,15.3
21,1008.6,36.0,30.0,25.1,23.7,70.8,46.9,yes,12.445833333333333,183.2,16.6
22,1007.0,35.9,30.0,25.6,24.7,75.2,29.3,no,12.924999999999999,176.1,18.0
23,1007.4,35.9,30.3,25.6,24.0,71.0,33.8,no,12.966666666666667,182.9,18.1
24,1007.7,36.2,30.7,25.6,23.6,67.7,27.1,yes,11.370833333333332,181.7,14.2
25,1008.5,35.8,30.3,25.6,24.8,74.1,29.2,no,12.241666666666667,173.0,16.8
26,1008.0,36.3,30.8,25.8,22.9,66.8,33.2,no,12.987499999999999,177.6,16.7
27,1008.3,36.1,30.4,25.4,23.5,69.0,51.7,no,12.995833333333332,171.0,15.7
28,1009.6,35.2,30.6,25.8,24.4,71.5,41.7,yes,11.929166666666667,171.2,15.3
29,1010.2,34.4,30.0,25.9,23.8,71.0,46.9,yes,9.058333333333334,184.8,13.5
30,1008.6,35.2,30.4,26.6,23.4,67.7,39.6,yes,9.545833333333333,172.8,13.2
31,1008.7,34.4,30.0,26.6,24.0,72.1,45.8,yes,10.525,170.0,17.1
1,1008.4,35.2,30.5,26.6,23.9,69.8,45.8,no,12.783333333333333,170.5,13.2
2,1008.0,36.1,30.3,23.3,22.9,67.4,36.5,no,12.708333333333334,168.2,13.5
3,1007.6,36.6,30.0,25.6,24.0,72.8,37.5,yes,10.304166666666667,177.4,24.9
4,1006.9,36.4,30.8,25.7,24.4,71.3,41.7,yes,12.174999999999999,177.8,18.2
5,1007.4,37.1,30.9,26.6,24.7,72.3,40.6,yes,8.358333333333333,179.2,16.8
6,1007.7,38.1,31.8,26.6,24.2,67.3,32.3,yes,11.950000000000001,172.2,16.6
7,1009.3,35.7,31.3,27.7,24.5,69.3,40.6,yes,13.041666666666666,167.6,16.8
8,1011.3,36.3,31.6,27.6,23.5,65.1,45.6,yes,13.345833333333333,154.7,15.2
9,1011.3,35.5,31.4,26.8,22.8,62.5,46.0,yes,12.054166666666667,192.8,14.2
10,1009.7,35.6,31.0,26.6,24.0,67.9,39.6,yes,10.933333333333332,191.0,15.3
11,1009.1,35.3,30.9,26.9,25.1,72.6,37.9,yes,8.379166666666666,181.5,15.7
12,1007.5,36.4,31.5,27.6,25.9,74.2,47.5,yes,10.979166666666666,183.5,14.6
13,1007.9,36.6,30.9,27.4,25.9,76.3,57.9,yes,7.958333333333333,191.5,16.7
14,1007.0,37.6,31.7,26.6,24.9,70.1,24.5,yes,11.229166666666666,180.2,14.6
15,1006.6,37.6,31.0,24.8,25.3,74.9,47.0,yes,9.258333333333333,180.0,32.6
16,1007.4,33.0,27.8,23.9,24.3,82.2,77.9,yes,8.612499999999999,149.7,14.2
17,1008.5,34.5,29.7,25.4,25.4,78.7,49.0,yes,7.3875,157.0,18.0
18,1008.6,35.4,31.2,27.6,26.5,77.6,49.0,yes,7.741666666666667,164.7,14.8
19,1005.4,36.0,31.3,27.6,25.7,74.0,48.0,yes,8.079166666666667,183.4,18.4
20,1003.6,37.0,31.9,27.7,24.6,67.9,51.1,yes,9.75,201.4,22.3
21,1003.9,38.0,32.2,28.0,24.8,67.7,36.3,no,11.716666666666667,191.1,31.7
22,1004.9,38.0,31.8,27.3,25.4,70.7,42.3,yes,12.875,185.7,20.5
23,1006.9,38.0,31.6,24.0,24.7,70.1,32.4,no,13.129166666666668,163.1,16.6
24,1008.3,36.0,31.8,28.0,24.6,67.5,38.9,yes,13.275,138.5,9.5
25,1006.9,38.0,31.4,25.0,24.4,68.3,50.7,yes,12.995833333333332,164.9,16.6
26,1007.5,36.0,30.5,25.7,23.3,67.1,60.6,yes,11.354166666666666,177.4,13.0
27,1007.7,36.0,31.3,28.0,24.5,68.2,49.0,yes,12.875,182.6,14.8
28,1007.7,36.0,31.5,28.0,25.0,69.7,44.2,yes,9.283333333333333,182.9,16.6
29,1007.0,36.0,31.4,28.0,24.7,69.3,52.5,yes,10.658333333333333,173.6,18.4
30,1006.9,38.0,31.5,27.5,24.3,67.6,56.4,yes,8.770833333333334,134.1,22.3
1,1007.1,37.0,31.1,27.0,23.8,66.4,45.1,yes,11.5,114.2,9.4
2,1007.7,37.0,31.8,27.0,24.5,67.5,50.0,yes,11.291666666666666,157.3,31.7
3,1008.5,36.0,31.2,27.5,24.7,69.9,48.0,yes,8.008333333333333,184.8,13.0
4,1006.9,37.0,32.2,28.0,24.6,66.0,49.0,no,9.329166666666667,175.4,20.5
5,1004.1,38.0,32.6,27.5,24.2,63.5,50.1,no,13.075000000000001,194.5,18.4
6,1002.7,40.0,33.3,28.0,23.6,60.2,44.7,no,10.737499999999999,189.7,18.1
7,1002.8,39.0,33.0,29.0,25.2,66.4,44.4,yes,10.725,199.2,20.5
8,1004.9,37.5,30.7,25.0,25.5,76.6,55.6,yes,10.208333333333334,179.3,24.1
9,1006.6,32.0,28.9,25.4,25.2,81.0,60.1,yes,9.770833333333334,113.6,11.2
10,1007.1,36.0,30.8,27.0,24.8,72.6,53.2,yes,8.629166666666666,174.4,24.1
11,1008.5,35.0,30.7,27.6,25.2,74.3,64.5,yes,10.904166666666667,177.4,14.8
12,1008.8,31.0,28.7,27.0,25.9,85.0,56.5,yes,11.291666666666666,178.0,16.6
13,1010.5,36.0,30.3,27.0,26.3,80.5,50.0,yes,6.429166666666667,148.8,16.6
14,1008.8,36.0,30.5,28.0,26.1,79.2,50.0,yes,9.549999999999999,169.2,20.5
15,1009.0,37.0,31.0,27.0,24.0,70.1,46.1,yes,9.733333333333333,194.8,14.8
16,1008.9,38.0,32.5,28.0,24.0,64.0,46.2,no,11.958333333333334,217.0,14.8
17,1008.9,39.0,31.6,26.0,23.7,66.4,44.2,yes,12.608333333333334,231.8,24.1
18,1008.0,38.0,31.2,27.8,25.1,72.4,47.9,yes,11.316666666666668,235.3,13.0
19,1006.1,37.0,32.4,28.0,24.6,65.8,38.3,no,11.229166666666666,218.1,18.4
20,1005.9,39.0,31.2,26.0,24.8,71.7,49.1,yes,11.025,226.6,27.7
21,1007.3,35.7,30.7,28.0,26.3,78.9,43.2,yes,9.241666666666667,172.7,25.9
22,1008.3,37.0,29.8,26.0,25.0,77.6,50.0,yes,10.620833333333334,188.1,37.1
23,1007.8,37.0,30.9,27.0,24.3,69.4,47.0,no,11.5,221.0,18.4
24,1007.8,35.6,30.0,27.0,24.8,74.5,49.2,yes,10.083333333333334,219.7,18.4
25,1008.3,36.0,30.8,27.0,24.1,70.1,37.3,no,11.054166666666667,222.2,24.1
26,1007.6,37.0,30.1,26.0,24.7,75.8,53.4,yes,7.8,213.8,25.9
27,1006.3,35.0,28.3,25.8,25.4,85.8,75.3,yes,6.391666666666667,206.0,24.1
28,1005.5,32.0,27.3,25.8,25.5,90.7,72.6,yes,4.866666666666666,188.9,20.5
29,1005.9,35.0,29.6,25.9,24.9,78.2,50.0,yes,9.2125,206.5,22.3
30,1006.1,34.0,30.7,27.8,24.8,71.9,50.0,yes,10.158333333333333,214.7,18.4
31,1005.4,35.2,30.5,27.0,24.9,73.1,49.0,no,8.133333333333333,220.5,25.9
1,1005.0,36.0,31.3,27.0,24.7,69.8,47.1,no,9.875,220.9,27.7
2,1005.5,37.0,31.1,28.0,25.3,73.0,54.6,yes,9.304166666666667,226.0,20.5
3,1006.7,36.0,30.9,27.0,25.2,73.2,49.7,yes,8.491666666666667,219.8,20.5
4,1006.2,37.0,30.7,26.0,24.7,72.2,58.1,yes,8.729166666666666,249.1,16.6
5,1005.4,36.0,29.5,26.0,25.0,79.7,64.6,yes,9.583333333333334,250.7,20.5
6,1005.7,33.0,29.1,26.0,24.8,79.4,67.8,yes,9.191666666666666,215.0,29.5
7,1007.0,33.0,29.1,26.4,24.2,75.4,55.3,yes,1.3666666666666665,203.7,22.3
8,1007.3,33.0,28.7,26.0,24.5,79.3,74.2,yes,3.841666666666667,216.5,25.9
9,1006.6,33.0,29.2,27.0,24.3,75.7,75.8,yes,6.3625,229.5,20.5
10,1005.3,35.0,30.2,26.1,23.9,70.5,60.1,yes,8.733333333333333,239.0,25.9
11,1005.4,33.0,29.9,26.9,23.2,68.4,53.7,no,11.6875,239.0,27.7
12,1006.0,33.7,28.6,26.0,24.6,80.3,62.9,yes,9.387500000000001,210.9,27.7
13,1006.7,35.0,30.6,26.0,23.5,67.7,65.0,yes,8.895833333333334,228.0,24.1
14,1007.9,36.1,31.8,27.8,23.5,63.7,45.1,yes,8.558333333333334,235.7,25.9
15,1007.4,35.0,30.4,28.0,24.2,70.8,50.0,yes,5.054166666666666,229.1,18.4
16,1006.1,36.0,30.8,27.0,24.5,70.8,48.1,yes,9.220833333333333,223.4,20.5
17,1007.5,36.0,28.9,25.0,24.9,81.2,64.1,yes,5.891666666666667,219.3,13.0
18,1008.0,34.0,28.9,25.0,24.5,79.0,66.2,yes,4.808333333333334,222.8,24.1
19,1007.3,35.0,28.7,24.0,24.2,78.8,49.7,yes,11.004166666666668,203.0,24.1
20,1007.0,36.0,28.7,26.0,25.1,83.1,56.1,yes,10.283333333333333,238.2,29.5
21,1007.8,36.0,29.4,26.0,24.5,78.1,61.0,no,12.254166666666668,231.3,24.1
22,1007.7,37.0,29.8,26.0,24.4,75.5,50.2,yes,11.012500000000001,232.4,13.0
23,1005.9,37.0,30.8,25.5,24.2,70.6,57.9,yes,10.3125,228.3,13.7
24,1005.6,36.0,30.7,28.0,24.4,70.7,45.1,yes,11.483333333333334,236.4,16.6
25,1006.0,35.0,29.3,26.9,25.1,79.8,57.1,yes,8.9125,199.5,9.4
26,1006.0,34.0,28.4,25.0,25.3,85.1,53.8,yes,8.966666666666667,242.5,22.3
27,1006.6,34.1,28.8,25.8,25.6,84.1,56.5,yes,9.095833333333333,236.8,38.9
28,1007.4,33.6,28.9,25.0,25.9,85.2,62.9,yes,8.516666666666667,208.9,38.9
29,1006.6,35.0,29.7,27.0,26.3,83.8,64.5,yes,8.433333333333334,185.9,24.1
30,1006.0,34.0,29.8,27.0,26.2,82.1,60.1,yes,8.645833333333334,207.8,18.4
1,1007.1,33.0,28.6,26.6,26.5,88.7,63.4,yes,8.470833333333333,189.9,35.3
2,1008.2,33.0,28.4,26.0,25.8,87.2,79.0,yes,7.3500000000000005,196.3,20.5
3,1010.1,33.4,27.8,24.0,25.1,87.0,72.4,yes,2.275,224.1,18.3
4,1010.2,33.2,28.1,25.0,25.3,86.2,64.8,yes,11.245833333333332,262.7,19.4
5,1012.4,34.6,29.7,25.6,24.7,76.7,48.5,yes,10.625,300.0,11.0
6,1008.9,33.4,28.3,25.0,25.5,85.5,69.5,yes,7.7,188.4,17.9
7,1008.6,33.6,29.4,25.4,25.5,81.4,64.8,yes,9.983333333333333,164.0,14.2
8,1008.7,33.9,29.3,26.7,26.5,85.7,49.0,yes,10.291666666666666,167.6,12.7
9,1008.7,31.6,28.7,26.7,26.0,86.0,51.1,yes,8.5625,188.3,15.3
10,1008.4,34.0,29.1,25.8,25.5,82.1,51.6,yes,9.825000000000001,191.6,15.2
11,1008.3,35.4,30.6,26.8,24.8,73.1,46.9,no,11.341666666666667,235.7,11.7
12,1008.3,35.9,30.6,27.6,24.6,71.9,45.8,yes,12.700000000000001,269.8,13.8
13,1007.9,35.2,30.2,27.6,25.2,75.7,57.4,yes,10.170833333333333,255.7,27.6
14,1007.5,35.4,29.6,27.6,24.8,76.7,53.2,yes,9.933333333333334,243.6,14.6
15,1005.9,34.2,30.6,27.7,24.5,71.3,56.3,no,10.875,247.3,16.0
16,1004.0,34.2,29.8,26.8,24.0,71.9,59.5,yes,8.604166666666666,256.2,28.6
17,1003.6,32.2,28.8,27.4,24.1,76.1,75.3,yes,2.1083333333333334,238.9,27.2
18,1004.4,31.3,28.4,26.8,24.7,80.6,75.3,yes,2.6166666666666667,229.3,25.7
19,1004.5,32.5,28.3,25.8,24.5,80.6,57.9,yes,6.945833333333333,244.7,29.6
20,1005.8,31.4,28.4,26.4,24.3,79.0,73.2,yes,6.2375,249.3,16.7
21,1006.8,28.7,27.2,26.3,25.1,88.4,67.7,yes,11.012500000000001,200.2,12.1
22,1008.3,32.4,28.3,25.1,25.0,82.9,74.3,yes,8.545833333333333,200.7,16.7
23,1008.0,31.8,27.5,25.8,25.1,87.5,61.1,yes,7.5,209.5,26.2
24,1007.6,31.3,28.0,25.9,24.8,83.7,67.9,yes,7.575,228.3,20.5
25,1007.4,32.4,29.0,25.9,22.6,73.9,64.8,yes,9.683333333333334,242.6,22.6
26,1006.9,33.4,29.2,26.7,24.5,77.0,57.9,yes,9.333333333333334,247.7,19.4
27,1004.8,33.9,30.0,27.6,24.6,73.6,54.8,yes,8.133333333333333,243.6,23.0
28,1003.6,34.2,29.8,27.0,24.5,74.3,49.5,yes,8.141666666666667,244.2,27.5
29,1005.0,33.1,29.0,26.8,24.9,79.3,50.0,yes,7.0249999999999995,225.9,24.7
30,1006.1,33.0,29.0,26.6,24.8,78.8,78.8,yes,2.891666666666667,225.2,29.5
31,1007.1,34.0,29.3,27.0,25.5,80.8,75.8,no,2.5625,220.9,22.3
1,1007.6,33.5,30.0,27.0,25.1,76.3,64.3,yes,9.049999999999999,232.3,18.0
2,1007.8,33.2,29.9,27.8,24.6,74.0,72.2,yes,9.241666666666667,244.1,20.5
3,1008.2,33.2,29.4,27.3,24.8,76.8,70.6,no,10.4,238.6,22.3
4,1010.4,33.7,30.2,26.7,24.3,72.3,50.0,no,11.095833333333333,246.3,20.5
5,1010.7,35.0,30.4,26.8,24.1,70.3,45.8,no,12.658333333333333,237.9,20.5
6,1008.8,34.7,30.4,26.6,23.8,69.0,39.6,no,9.954166666666667,239.6,22.6
7,1007.4,34.2,30.3,27.6,24.3,71.0,59.5,no,11.9375,239.1,21.2
8,1008.4,34.8,30.2,25.7,24.2,71.6,50.0,yes,9.966666666666667,238.2,21.2
9,1009.5,35.4,30.5,26.7,24.1,69.9,42.8,yes,11.045833333333334,243.8,17.8
10,1008.8,35.0,29.7,26.7,24.7,75.9,39.4,no,10.891666666666666,239.8,15.6
11,1007.6,35.5,30.9,26.7,24.0,68.8,38.5,yes,9.825000000000001,242.8,16.6
12,1007.2,35.1,30.5,26.8,24.5,71.4,50.0,yes,9.270833333333334,237.2,21.5
13,1006.6,34.8,29.1,26.6,25.2,81.0,55.8,yes,7.479166666666667,227.5,19.5
14,1006.1,34.3,29.8,26.9,25.3,78.0,43.0,yes,7.358333333333333,230.9,17.1
15,1005.9,34.3,29.7,26.8,24.6,75.3,47.9,yes,7.295833333333333,227.3,23.3
16,1007.9,35.1,29.6,26.7,25.0,78.2,64.8,yes,10.541666666666666,216.0,16.7
17,1006.2,33.0,28.9,26.8,23.2,77.5,70.1,yes,7.575,233.0,14.5
18,1006.3,34.0,28.7,26.7,24.7,80.5,50.6,yes,9.525,255.5,20.9
19,1004.9,34.6,28.9,24.4,25.1,81.6,70.4,yes,9.204166666666667,249.5,17.4
20,1006.0,35.0,28.0,24.0,24.9,84.5,55.8,yes,8.283333333333333,208.3,18.4
21,1006.9,32.0,28.5,26.0,25.9,86.6,66.1,yes,8.833333333333334,192.6,24.1
22,1007.2,35.0,29.6,26.0,25.2,78.7,49.0,yes,8.658333333333333,214.9,24.1
23,1006.7,36.0,30.5,26.8,24.0,70.7,50.0,no,12.733333333333334,226.6,18.4
24,1006.9,35.0,30.1,26.0,23.9,71.1,49.2,no,11.1875,218.2,18.4
25,1006.8,37.0,29.7,26.6,25.0,77.6,54.8,yes,9.958333333333334,206.1,29.5
26,1007.0,36.0,29.6,25.0,24.9,77.7,54.2,yes,8.295833333333333,251.4,27.7
27,1006.3,36.0,28.5,24.0,25.2,84.1,70.7,yes,6.679166666666667,234.4,16.6
28,1005.3,35.3,29.8,26.0,25.3,78.5,59.1,yes,9.200000000000001,237.9,19.0
29,1005.4,34.4,29.5,26.8,25.1,78.1,65.8,yes,8.6625,240.1,18.0
30,1006.7,32.9,29.2,26.8,25.1,79.3,56.4,yes,8.612499999999999,231.6,18.6
31,1006.1,32.5,28.5,26.9,25.4,83.6,88.0,yes,9.416666666666666,236.0,16.5
1,1004.4,33.3,28.6,26.2,23.5,80.4,72.7,yes,5.604166666666667,241.3,16.8
2,1004.3,32.4,28.2,26.0,25.5,85.9,61.1,yes,5.670833333333333,230.9,21.5
3,1004.3,33.5,28.9,26.2,25.4,82.1,69.0,yes,9.966666666666667,229.6,19.4
4,1003.9,32.2,28.9,26.9,25.6,82.7,50.5,yes,8.816666666666666,225.0,18.0
5,1006.1,32.3,28.5,26.1,25.3,83.6,50.0,yes,5.0874999999999995,239.4,19.4
6,1008.1,33.0,28.7,25.9,24.8,80.6,59.5,yes,8.891666666666667,263.9,17.0
7,1008.1,33.8,29.6,26.0,23.4,76.2,55.8,yes,8.316666666666666,249.5,15.2
8,1007.8,33.4,28.8,24.8,25.5,83.1,72.7,yes,10.487499999999999,242.3,17.0
9,1007.2,34.2,27.8,24.9,25.9,90.3,73.8,yes,9.200000000000001,198.8,11.7
10,1007.4,31.6,28.1,25.8,24.8,83.1,52.1,yes,9.783333333333333,215.1,19.7
11,1008.9,30.6,27.6,24.6,24.7,85.1,64.3,yes,2.129166666666667,210.9,13.1
12,1009.3,31.0,28.3,26.1,24.3,79.9,64.3,no,9.174999999999999,235.0,21.2
13,1009.1,32.0,28.5,25.9,24.2,78.4,59.0,no,7.3,228.5,14.8
14,1008.5,32.8,28.2,25.0,24.7,83.1,62.0,yes,3.983333333333333,228.9,18.1
15,1007.9,31.6,27.7,25.3,24.0,81.1,75.3,yes,4.716666666666667,234.3,21.2
16,1007.9,32.8,27.7,25.7,25.1,86.1,78.5,yes,9.733333333333333,205.1,14.2
17,1007.9,32.8,27.7,25.4,25.6,89.4,75.3,yes,8.0,208.0,15.4
18,1008.9,34.6,28.7,24.6,25.1,83.1,55.9,yes,9.729166666666666,232.4,17.0
19,1009.3,33.0,29.3,25.9,25.3,80.0,52.6,yes,10.020833333333334,15.3,12.0
20,1009.1,33.6,28.9,25.0,24.0,76.3,56.3,yes,8.450000000000001,80.9,31.7
21,1008.2,34.0,28.5,25.0,25.3,84.6,51.6,yes,8.625,128.4,16.6
22,1007.8,33.0,28.8,26.0,25.6,83.9,61.8,yes,8.5,118.3,11.2
23,1007.7,34.0,28.4,25.0,25.7,86.3,63.8,yes,8.145833333333334,190.2,31.7
24,1006.2,34.0,28.5,26.0,25.4,85.0,66.2,yes,9.308333333333334,263.7,14.8
25,1004.6,34.0,28.3,26.0,25.1,84.6,64.6,yes,7.75,233.3,33.5
26,1004.8,32.0,28.5,26.0,25.6,85.9,59.8,yes,9.204166666666667,208.3,25.9
27,1006.9,30.0,26.8,25.8,25.6,93.6,74.7,yes,7.925,217.1,18.4
28,1008.7,32.0,28.1,25.0,25.0,84.0,82.1,yes,3.7083333333333335,217.7,16.6
29,1010.4,34.0,28.9,26.3,24.7,80.0,60.8,yes,8.983333333333333,292.8,16.7
30,1010.9,30.8,27.6,25.9,25.8,90.1,61.6,yes,8.683333333333334,236.8,12.1
1,1008.6,33.5,28.9,25.8,21.0,75.1,53.9,yes,8.908333333333333,284.9,14.2
2,1009.0,31.5,28.3,26.0,25.7,86.8,65.8,yes,6.545833333333333,294.6,14.5
3,1009.4,30.5,26.5,25.0,23.6,90.0,82.2,yes,9.0625,249.0,10.6
4,1008.7,32.5,28.5,25.8,25.6,85.3,50.0,yes,9.191666666666666,180.4,12.0
5,1008.2,33.6,28.6,25.9,25.7,85.9,51.1,yes,10.25,213.6,21.9
6,1008.4,33.6,28.6,26.8,26.3,88.5,62.7,yes,8.504166666666666,209.2,10.6
7,1009.5,32.9,29.4,27.0,26.0,83.2,70.6,yes,9.166666666666666,210.6,14.2
8,1010.8,32.6,28.0,24.7,25.8,88.3,80.6,yes,9.975,239.6,19.0
9,1010.7,32.0,28.9,25.9,25.5,82.9,59.5,yes,9.120833333333334,351.0,11.2
10,1009.2,35.0,29.7,26.0,25.8,81.4,50.0,yes,8.679166666666667,351.7,11.2
11,1009.7,33.0,29.6,27.0,26.3,83.1,51.6,yes,7.695833333333333,109.3,33.5
12,1010.6,34.0,29.1,26.0,26.0,85.0,48.7,yes,8.291666666666666,252.8,16.6
13,1010.2,32.0,28.6,26.0,26.3,88.0,60.2,yes,11.616666666666667,343.2,11.2
14,1008.4,33.0,29.0,25.0,26.1,85.3,56.5,yes,9.345833333333333,307.7,16.6
15,1007.4,30.0,27.4,25.0,25.9,91.7,52.1,yes,5.470833333333334,345.2,11.2
16,1008.4,32.0,27.7,25.0,25.9,90.7,59.7,yes,5.845833333333334,347.0,20.5
17,1009.1,31.0,27.9,25.0,25.6,88.4,66.2,yes,7.495833333333334,308.5,13.0
18,1009.9,33.0,28.4,26.0,25.3,84.6,59.5,yes,6.3999999999999995,288.0,11.2
19,1010.5,33.3,28.8,26.8,25.6,84.1,50.0,yes,8.0,312.1,10.3
20,1010.4,33.5,28.5,26.2,25.9,87.2,55.7,yes,10.641666666666667,297.9,11.3
21,1011.7,33.4,29.1,25.9,25.7,83.3,49.5,yes,8.095833333333333,98.6,8.5
22,1012.2,32.6,28.7,24.7,25.3,83.2,59.5,yes,7.8374999999999995,358.1,15.0
23,1011.9,31.7,27.7,24.9,25.3,88.0,56.3,yes,9.016666666666667,256.8,13.2
24,1011.1,32.6,29.2,25.2,25.0,79.5,50.0,yes,7.6375,41.7,13.7
25,1011.5,32.4,28.5,24.9,25.5,84.7,60.0,yes,9.375,250.2,8.5
26,1010.9,33.4,29.6,26.8,25.6,81.2,62.7,yes,10.125,182.2,11.4
27,1010.7,34.0,29.2,25.5,25.7,82.8,50.2,yes,7.6000000000000005,184.6,18.3
28,1010.5,32.1,29.0,26.0,25.9,84.4,50.0,yes,8.674999999999999,354.2,11.3
29,1010.2,31.3,28.0,25.7,25.2,85.3,57.9,yes,7.2375,324.0,13.5
30,1010.0,33.0,29.1,25.8,24.9,79.3,51.6,yes,9.291666666666666,18.7,9.6
31,1010.7,32.8,29.5,27.0,24.8,76.4,50.0,yes,9.083333333333334,45.3,20.5
1,1010.9,33.0,28.9,25.1,24.1,76.4,51.7,yes,9.879166666666666,53.2,23.4
2,1010.2,32.0,28.4,25.1,25.3,84.2,52.1,yes,10.116666666666667,14.9,15.7
3,1009.1,33.6,29.3,26.0,25.2,79.9,50.0,yes,10.716666666666667,56.8,19.1
4,1010.0,32.5,28.3,24.2,25.0,83.8,52.1,yes,4.445833333333334,169.1,14.6
5,1010.1,32.9,28.6,24.2,25.5,84.7,64.8,yes,9.512500000000001,251.0,9.2
6,1010.5,32.8,29.1,25.0,25.3,81.5,53.7,yes,7.983333333333333,126.2,8.5
7,1010.1,32.7,29.0,26.0,25.5,82.7,50.0,yes,8.220833333333333,341.7,9.2
8,1009.8,32.8,28.9,25.5,25.5,82.9,50.0,yes,10.683333333333332,41.7,21.3
9,1010.7,31.7,27.7,25.1,25.4,88.3,67.4,yes,7.108333333333333,146.9,18.6
10,1012.0,31.8,28.4,24.8,25.5,85.2,56.3,yes,9.5625,49.9,8.5
11,1011.5,32.8,28.6,25.8,25.9,86.6,59.5,yes,9.279166666666667,65.1,13.2
12,1011.6,33.4,29.3,26.8,26.1,84.1,50.0,yes,9.404166666666667,14.5,11.0
13,1011.3,33.1,29.7,26.7,24.4,74.9,34.6,yes,9.225,46.3,16.7
14,1011.9,33.0,29.3,25.0,24.1,74.6,52.7,yes,9.754166666666666,62.9,18.0
15,1012.9,31.1,28.4,25.7,25.3,83.9,48.4,yes,10.416666666666666,38.6,19.0
16,1013.1,32.4,28.8,26.8,24.8,79.7,57.9,yes,8.958333333333334,53.1,21.5
17,1013.6,30.8,28.3,26.9,23.3,74.5,51.4,yes,7.0625,39.5,25.2
18,1013.7,29.8,26.9,24.6,20.0,66.2,41.7,no,10.641666666666667,30.9,22.3
19,1013.2,29.9,26.6,23.3,19.0,63.6,32.3,no,10.008333333333333,29.7,20.9
20,1012.2,30.6,27.2,24.3,19.7,64.0,31.6,no,10.129166666666666,31.9,22.0
21,1010.7,31.9,28.2,25.2,20.1,62.4,51.6,no,10.5375,35.3,19.1
22,1009.6,31.7,27.9,24.6,20.9,66.9,41.4,no,10.716666666666667,27.8,25.2
23,1009.3,31.8,28.4,24.9,21.9,68.8,42.7,no,10.345833333333333,33.4,18.0
24,1010.3,31.7,28.6,25.8,19.2,57.9,49.0,no,7.325,53.5,25.2
25,1010.3,30.2,27.9,25.8,19.1,59.1,54.8,yes,9.091666666666667,26.6,28.9
26,1010.8,32.2,29.2,26.9,22.9,69.2,44.8,yes,8.65,45.2,20.1
27,1010.6,32.4,29.1,26.0,20.5,60.4,41.6,no,10.1875,46.7,29.7
28,1010.8,30.7,27.8,24.8,17.6,54.1,61.3,no,7.666666666666667,51.8,23.7
29,1010.3,31.1,28.0,25.0,21.0,65.9,53.6,yes,8.333333333333334,31.5,16.7
30,1010.8,32.0,29.1,26.8,23.3,71.3,54.3,yes,7.854166666666667,36.0,14.5
